,carat,price,x,y,z
49253,0.75,2381,5.7,5.67,3.63
49254,0.71,2381,5.69,5.62,3.56
49255,0.71,2381,5.79,5.73,3.55
49256,0.71,2381,5.74,5.68,3.58
49257,0.71,2381,5.73,5.7,3.52
49258,0.7,2381,5.62,5.54,3.57
49259,0.7,2381,5.65,5.58,3.62
49260,0.7,2381,5.5,5.39,3.69
49261,0.7,2381,5.58,5.48,3.64
49262,0.71,2382,5.56,5.6,3.6
49263,0.7,2382,5.64,5.7,3.54
49264,0.77,2382,5.89,5.91,3.64
49265,0.7,2382,5.65,5.68,3.53
49266,0.7,2382,5.75,5.78,3.41
49267,0.72,2383,5.77,5.8,3.57
49268,0.75,2383,5.83,5.9,3.57
49269,0.72,2383,5.75,5.79,3.58
49270,0.75,2383,5.82,5.86,3.59
49271,0.55,2383,5.26,5.31,3.23
49272,0.74,2383,5.96,5.9,3.51
49273,0.7,2383,5.73,5.7,3.51
49274,0.7,2383,5.73,5.69,3.49
49275,0.71,2384,5.72,5.77,3.51
49276,0.7,2384,5.93,5.88,3.32
49277,0.7,2384,5.73,5.69,3.52
49278,0.7,2384,5.61,5.46,3.64
49279,0.7,2384,5.57,5.5,3.63
49280,0.72,2385,5.72,5.69,3.54
49281,0.72,2385,5.71,5.68,3.59
49282,0.72,2385,5.71,5.67,3.59
49283,0.72,2385,5.83,5.79,3.54
49284,0.6,2385,5.43,5.44,3.38
49285,0.72,2385,5.77,5.74,3.57
49286,0.75,2385,5.82,5.74,3.66
49287,0.72,2386,5.74,5.8,3.62
49288,0.7,2386,5.71,5.84,3.54
49289,0.7,2386,5.57,5.6,3.55
49290,0.7,2386,5.57,5.65,3.53
49291,0.83,2386,6.13,6.1,3.64
49292,0.78,2386,6.0,5.99,3.63
49293,0.71,2386,5.79,5.75,3.54
49294,0.71,2386,5.74,5.72,3.51
49295,0.71,2386,5.74,5.71,3.57
49296,0.7,2386,5.68,5.65,3.57
49297,0.7,2386,5.65,5.69,3.56
49298,0.81,2386,5.92,6.0,3.68
49299,0.71,2386,5.72,5.75,3.53
49300,0.71,2386,5.71,5.66,3.48
49301,0.71,2386,5.75,5.69,3.56
49302,0.71,2386,5.74,5.71,3.53
49303,0.71,2386,5.76,5.71,3.52
49304,0.78,2386,5.82,5.7,3.68
49305,0.83,2386,5.99,5.96,3.76
49306,0.83,2386,5.93,5.86,3.8
49307,0.71,2386,5.74,5.68,3.55
49308,0.71,2387,5.7,5.75,3.56
49309,0.71,2387,5.72,5.76,3.56
49310,0.78,2387,5.93,5.87,3.65
49311,0.51,2387,5.13,5.06,3.18
49312,0.52,2387,5.21,5.26,3.17
49313,0.71,2387,5.76,5.79,3.54
49314,0.52,2387,5.19,5.15,3.19
49315,0.65,2387,5.72,5.66,3.38
49316,1.02,2387,6.47,6.35,3.93
49317,0.51,2387,5.23,5.14,3.15
49318,0.73,2388,5.69,5.72,3.61
49319,0.71,2388,5.89,5.84,3.48
49320,0.52,2388,5.16,5.19,3.2
49321,0.7,2388,5.64,5.6,3.58
49322,0.71,2388,5.68,5.64,3.51
49323,0.7,2389,5.78,5.82,3.41
49324,0.7,2389,5.59,5.69,3.54
49325,0.79,2389,5.93,5.91,3.65
49326,0.76,2389,5.81,5.84,3.62
49327,0.62,2389,5.65,5.58,3.31
49328,0.7,2390,5.69,5.71,3.51
49329,0.7,2390,5.59,5.67,3.55
49330,0.7,2390,5.53,5.58,3.56
49331,0.7,2390,5.67,5.72,3.55
49332,0.7,2390,5.68,5.71,3.56
49333,0.71,2390,5.63,5.66,3.51
49334,0.91,2390,5.92,5.99,3.95
49335,0.63,2391,5.6,5.59,3.38
49336,0.74,2391,5.78,5.8,3.58
49337,0.54,2391,5.26,5.21,3.24
49338,0.77,2391,5.88,5.84,3.63
49339,0.54,2391,5.47,5.39,3.12
49340,0.77,2391,5.86,5.7,3.65
49341,0.65,2392,5.56,5.5,3.47
49342,0.61,2392,5.56,5.53,3.31
49343,1.03,2392,6.43,6.41,4.03
49344,0.72,2393,5.66,5.72,3.6
49345,0.73,2393,5.85,5.91,3.5
49346,0.6,2393,5.36,5.31,3.33
49347,0.52,2393,5.16,5.18,3.19
49348,0.73,2393,5.87,5.83,3.53
49349,0.73,2393,5.89,5.84,3.49
49350,0.75,2393,5.86,5.81,3.65
49351,0.73,2393,5.95,5.91,3.46
49352,0.72,2393,5.77,5.75,3.53
49353,0.73,2393,5.84,5.82,3.57
49354,0.77,2393,5.82,5.74,3.64
49355,0.7,2394,5.66,5.72,3.5
49356,0.7,2394,5.6,5.75,3.54
49357,0.7,2394,5.51,5.64,3.51
49358,0.7,2394,5.69,5.74,3.51
49359,0.7,2394,5.77,5.79,3.52
49360,0.7,2394,5.57,5.6,3.54
49361,0.7,2394,5.61,5.67,3.57
49362,0.7,2394,5.58,5.64,3.6
49363,0.7,2394,5.59,5.61,3.55
49364,0.7,2394,5.66,5.68,3.44
49365,0.7,2394,5.81,5.79,3.46
49366,0.7,2394,5.58,5.57,3.55
49367,0.7,2394,5.63,5.58,3.54
49368,0.7,2394,5.64,5.55,3.49
49369,0.7,2394,5.64,5.57,3.65
49370,0.75,2394,5.91,5.86,3.56
49371,0.7,2394,5.84,5.78,3.49
49372,0.79,2394,5.89,5.84,3.57
49373,0.7,2394,5.72,5.66,3.46
49374,0.7,2394,5.61,5.56,3.63
49375,0.73,2395,5.75,5.81,3.59
49376,0.73,2395,5.88,5.95,3.51
49377,0.53,2395,5.28,5.32,3.16
49378,0.71,2395,5.66,5.68,3.55
49379,0.58,2395,5.36,5.39,3.32
49380,0.7,2395,5.8,5.74,3.44
49381,0.76,2396,5.76,5.84,3.63
49382,0.72,2396,5.7,5.75,3.6
49383,0.72,2396,5.78,5.68,3.6
49384,0.71,2396,5.49,5.53,3.65
49385,0.93,2396,6.27,6.22,3.83
49386,0.7,2396,5.72,5.65,3.39
49387,1.05,2396,6.48,6.37,3.97
49388,0.7,2396,6.65,5.73,3.48
49389,1.21,2396,6.65,6.59,4.3
49390,0.7,2396,5.63,5.57,3.46
49391,0.72,2396,5.6,5.51,3.69
49392,0.71,2397,5.66,5.7,3.59
49393,0.31,544,4.36,4.42,2.6
49394,0.31,544,4.31,4.33,2.74
49395,0.31,544,4.35,4.4,2.63
49396,0.31,544,4.33,4.36,2.67
49397,0.31,544,4.31,4.34,2.67
49398,0.31,544,4.36,4.39,2.73
49399,0.31,544,4.41,4.43,2.64
49400,0.31,544,4.31,4.34,2.73
49401,0.31,544,4.39,4.41,2.71
49402,0.31,544,4.35,4.45,2.7
49403,0.31,544,4.31,4.34,2.69
49404,0.31,544,4.3,4.35,2.73
49405,0.31,544,4.38,4.4,2.63
49406,0.31,544,4.24,4.31,2.7
49407,0.31,544,4.3,4.35,2.69
49408,0.31,544,4.35,4.39,2.69
49409,0.26,545,4.13,4.15,2.54
49410,0.26,545,4.1,4.13,2.52
49411,0.26,545,4.14,4.17,2.55
49412,0.26,545,4.06,4.1,2.52
49413,0.35,545,4.57,4.63,2.75
49414,0.26,545,4.12,4.15,2.56
49415,0.26,545,4.11,4.14,2.53
49416,0.26,545,4.07,4.1,2.54
49417,0.26,545,4.09,4.11,2.55
49418,0.3,545,4.34,4.37,2.69
49419,0.3,545,4.26,4.28,2.66
49420,0.3,545,4.33,4.35,2.69
49421,0.3,545,4.35,4.38,2.67
49422,0.3,545,4.27,4.3,2.64
49423,0.71,2397,5.7,5.75,3.59
49424,0.71,2397,5.71,5.85,3.54
49425,0.73,2397,5.85,5.81,3.54
49426,0.7,2398,5.63,5.68,3.57
49427,0.7,2398,5.65,5.69,3.54
49428,0.55,2398,5.25,5.29,3.27
49429,0.7,2398,5.63,5.72,3.54
49430,0.7,2398,5.66,5.68,3.54
49431,0.7,2398,5.69,5.71,3.54
49432,0.7,2398,5.65,5.69,3.52
49433,0.72,2398,5.75,5.78,3.59
49434,0.72,2398,5.76,5.78,3.57
49435,0.7,2398,5.66,5.69,3.51
49436,0.71,2398,5.74,5.82,3.54
49437,0.67,2398,5.46,5.54,3.52
49438,0.72,2398,5.73,5.69,3.58
49439,0.71,2398,5.7,5.67,3.57
49440,0.72,2398,5.73,5.67,3.56
49441,0.72,2398,5.91,5.88,3.47
49442,0.74,2398,5.81,5.75,3.61
49443,0.72,2398,5.8,5.77,3.56
49444,0.72,2398,5.68,5.63,3.6
49445,0.74,2398,5.77,5.75,3.63
49446,1.0,2398,6.2,6.14,4.01
49447,0.74,2398,5.73,5.7,3.62
49448,0.55,2399,5.36,5.38,3.24
49449,0.76,2399,5.86,5.92,3.63
49450,0.55,2399,5.31,5.33,3.22
49451,0.56,2399,5.33,5.28,3.29
49452,0.7,2399,5.77,5.73,3.47
49453,0.62,2399,5.58,5.56,3.3
49454,0.7,2399,5.94,5.83,3.29
49455,0.76,2399,5.94,5.9,3.55
49456,0.76,2399,5.89,5.83,3.62
49457,0.71,2400,5.82,5.87,3.48
49458,0.7,2400,5.74,5.81,3.47
49459,0.7,2400,5.73,5.76,3.53
49460,0.7,2400,5.74,5.79,3.49
49461,0.78,2400,5.92,5.97,3.62
49462,0.7,2400,5.7,5.74,3.56
49463,0.7,2400,5.64,5.71,3.54
49464,0.7,2400,5.66,5.73,3.58
49465,0.7,2400,5.76,5.79,3.48
49466,0.7,2400,5.68,5.72,3.54
49467,0.7,2400,5.72,5.78,3.52
49468,0.7,2400,5.79,5.85,3.43
49469,0.58,2400,5.28,5.35,3.35
49470,0.71,2400,5.77,5.79,3.54
49471,0.8,2400,5.76,5.73,3.85
49472,0.58,2401,5.39,5.35,3.32
49473,0.72,2401,5.78,5.82,3.52
49474,0.7,2401,5.58,5.66,3.57
49475,0.78,2401,5.82,5.85,3.72
49476,0.72,2401,5.72,5.79,3.58
49477,0.7,2401,5.62,5.67,3.55
49478,0.7,2401,5.68,5.74,3.5
49479,0.7,2401,5.71,5.66,3.5
49480,0.7,2401,5.84,5.87,3.35
49481,0.7,2401,5.69,5.73,3.55
49482,0.7,2401,5.6,5.63,3.58
49483,0.7,2401,5.6,5.65,3.6
49484,0.77,2401,5.91,5.96,3.66
49485,0.7,2401,5.71,5.75,3.54
49486,0.7,2401,5.74,5.8,3.45
49487,0.7,2401,5.73,5.77,3.47
49488,0.7,2401,5.69,5.71,3.53
49489,0.7,2401,5.62,5.68,3.57
49490,0.72,2401,5.75,5.84,3.55
49491,0.78,2401,5.75,5.82,3.76
49492,0.58,2401,5.38,5.35,3.32
49493,0.73,2401,5.91,5.81,3.52
49494,0.71,2401,5.54,5.49,3.66
49495,0.71,2401,5.81,5.67,3.54
49496,0.58,2401,5.34,5.29,3.32
49497,0.58,2401,5.46,5.41,3.22
49498,0.73,2402,5.76,5.81,3.56
49499,0.57,2402,5.31,5.35,3.29
49500,0.65,2402,5.55,5.59,3.43
49501,0.61,2403,5.44,5.47,3.4
49502,0.7,2403,5.73,5.86,3.46
49503,0.76,2403,5.87,5.9,3.64
49504,0.81,2403,6.11,6.07,3.62
49505,0.71,2404,5.72,5.79,3.56
49506,0.72,2404,5.72,5.76,3.57
49507,0.56,2404,5.32,5.36,3.26
49508,0.63,2404,5.66,5.7,3.37
49509,0.76,2404,5.88,5.86,3.62
49510,0.71,2404,5.76,5.71,3.55
49511,0.7,2405,5.71,5.74,3.52
49512,0.78,2405,5.81,5.85,3.65
49513,0.82,2405,5.98,5.94,3.73
49514,0.7,2405,5.73,5.78,3.49
49515,0.7,2405,5.69,5.71,3.46
49516,0.72,2405,5.77,5.69,3.57
49517,0.65,2406,5.64,5.76,3.37
49518,0.7,2406,5.76,5.71,3.49
49519,0.62,2406,5.46,5.5,3.4
49520,0.65,2406,5.72,5.78,3.32
49521,0.65,2406,5.53,5.57,3.42
49522,0.7,2407,5.69,5.64,3.54
49523,0.7,2407,5.74,5.66,3.53
49524,0.53,2407,5.19,5.23,3.24
49525,0.53,2407,5.17,5.21,3.2
49526,0.7,2407,5.6,5.57,3.55
49527,0.7,2409,5.73,5.82,3.48
49528,0.7,2409,5.7,5.73,3.49
49529,0.7,2409,5.67,5.7,3.47
49530,0.7,2409,5.68,5.7,3.54
49531,0.7,2409,5.68,5.72,3.54
49532,0.7,2409,5.75,5.81,3.39
49533,0.73,2409,5.72,5.69,3.61
49534,0.8,2409,5.92,5.86,3.63
49535,0.71,2409,5.79,5.75,3.44
49536,0.73,2409,5.87,5.78,3.54
49537,0.72,2410,5.78,5.81,3.55
49538,0.74,2410,5.81,5.87,3.6
49539,0.7,2410,5.67,5.7,3.56
49540,0.71,2410,5.9,5.87,3.47
49541,0.61,2411,5.36,5.43,3.4
49542,0.7,2411,5.58,5.53,3.56
49543,0.7,2411,5.67,5.59,3.55
49544,0.6,2413,5.44,5.47,3.36
49545,0.8,2414,5.88,5.93,3.74
49546,0.81,2414,5.83,5.78,3.75
49547,0.7,2414,5.66,5.71,3.52
49548,0.72,2414,5.68,5.6,3.69
49549,0.7,2415,5.78,5.74,3.5
49550,0.74,2415,5.85,5.82,3.54
49551,0.7,2415,5.54,5.49,3.63
49552,0.7,2415,5.79,5.77,3.52
49553,0.7,2415,5.6,5.57,3.54
49554,0.7,2415,5.67,5.61,3.57
49555,0.7,2415,5.64,5.58,3.6
49556,0.7,2415,5.81,5.74,3.47
49557,0.7,2415,5.72,5.7,3.54
49558,0.7,2415,5.64,5.51,3.51
49559,0.7,2415,5.65,5.61,3.6
49560,0.7,2415,5.72,5.67,3.48
49561,0.7,2415,5.61,5.57,3.5
49562,0.75,2415,5.94,5.9,3.59
49563,0.7,2415,5.68,5.66,3.44
49564,0.7,2415,5.61,5.59,3.55
49565,0.7,2415,5.75,5.6,3.54
49566,0.7,2415,5.68,5.65,3.51
49567,0.7,2415,5.75,5.68,3.46
49568,0.75,2415,5.88,5.84,3.54
49569,0.71,2416,5.65,5.71,3.58
49570,0.71,2416,5.63,5.66,3.56
49571,0.72,2416,5.83,5.86,3.56
49572,0.71,2416,5.68,5.72,3.55
49573,0.71,2416,5.72,5.8,3.54
49574,0.71,2416,5.71,5.75,3.53
49575,1.01,2416,6.45,6.43,3.97
49576,0.7,2417,5.63,5.68,3.55
49577,0.76,2418,5.94,5.96,3.56
49578,0.72,2418,5.84,5.78,3.58
49579,0.64,2419,5.51,5.53,3.44
49580,0.64,2419,5.57,5.59,3.41
49581,0.5,2419,5.11,5.15,3.14
49582,0.51,2419,5.25,5.17,3.09
49583,0.72,2420,5.73,5.78,3.58
49584,0.71,2420,5.62,5.75,3.59
49585,0.71,2420,5.72,5.76,3.56
49586,0.79,2420,5.9,5.86,3.69
49587,0.72,2420,5.79,5.82,3.57
49588,0.64,2420,5.58,5.62,3.39
49589,0.7,2421,5.68,5.71,3.47
49590,0.7,2421,5.74,5.76,3.42
49591,0.7,2421,5.62,5.69,3.57
49592,0.7,2421,5.73,5.77,3.53
49593,0.7,2421,5.71,5.74,3.4
49594,0.72,2421,5.71,5.64,3.61
49595,0.58,2421,5.35,5.28,3.35
49596,0.7,2422,5.65,5.68,3.52
49597,0.76,2422,5.82,5.86,3.62
49598,0.72,2422,5.76,5.79,3.58
49599,0.72,2422,5.81,5.86,3.57
49600,0.72,2422,5.75,5.68,3.63
49601,0.78,2422,5.97,5.92,3.62
49602,0.9,2422,6.04,5.86,4.03
49603,0.71,2423,5.72,5.75,3.59
49604,0.74,2423,5.7,5.74,3.65
49605,0.71,2423,5.65,5.7,3.53
49606,0.74,2423,5.75,5.8,3.62
49607,0.71,2423,5.75,5.79,3.54
49608,0.7,2423,5.63,5.6,3.58
49609,0.7,2423,5.67,5.62,3.55
49610,0.7,2423,5.73,5.69,3.55
49611,0.7,2423,5.75,5.71,3.54
49612,0.7,2423,5.74,5.68,3.5
49613,0.7,2423,5.71,5.69,3.53
49614,0.7,2423,5.68,5.62,3.57
49615,0.7,2423,5.77,5.73,3.47
49616,0.7,2423,5.78,5.73,3.43
49617,0.7,2423,5.75,5.69,3.49
49618,0.54,2424,5.28,5.31,3.25
49619,0.79,2425,5.89,5.91,3.69
49620,0.76,2425,5.97,6.05,3.47
49621,0.77,2425,5.87,5.92,3.63
49622,0.76,2425,5.88,5.84,3.65
49623,0.76,2425,5.8,5.76,3.76
49624,0.52,2426,5.28,5.35,3.18
49625,0.73,2426,5.72,5.75,3.6
49626,0.74,2426,5.71,5.76,3.58
49627,0.52,2426,5.14,5.18,3.2
49628,0.52,2426,5.25,5.28,3.18
49629,0.73,2426,5.77,5.82,3.59
49630,0.78,2426,5.9,5.93,3.63
49631,0.56,2426,5.5,5.57,3.17
49632,0.71,2427,5.62,5.66,3.54
49633,0.71,2427,5.75,5.82,3.55
49634,0.52,2427,5.24,5.27,3.17
49635,0.67,2427,5.67,5.65,3.42
49636,0.7,2427,5.72,5.62,3.61
49637,0.71,2428,5.61,5.7,3.55
49638,0.71,2428,5.64,5.71,3.58
49639,0.71,2428,5.69,5.75,3.54
49640,0.71,2428,5.65,5.67,3.6
49641,0.71,2428,5.81,5.85,3.45
49642,0.71,2428,5.66,5.69,3.61
49643,0.7,2428,5.63,5.66,3.51
49644,0.7,2429,5.67,5.7,3.57
49645,0.61,2429,5.42,5.45,3.39
49646,0.8,2429,5.92,5.98,3.68
49647,0.8,2429,5.95,6.03,3.72
49648,0.56,2429,5.27,5.34,3.26
49649,0.7,2429,5.67,5.71,3.55
49650,0.72,2429,5.82,5.72,3.49
49651,0.73,2430,5.72,5.79,3.53
49652,0.78,2430,6.13,6.05,3.5
49653,0.52,2430,5.15,5.18,3.19
49654,0.72,2430,5.77,5.8,3.57
49655,0.72,2430,5.73,5.76,3.56
49656,0.6,2431,5.41,5.44,3.33
49657,0.73,2431,5.8,5.88,3.58
49658,0.73,2431,5.73,5.76,3.61
49659,0.78,2431,6.01,5.98,3.58
49660,0.71,2432,5.68,5.72,3.57
49661,0.71,2432,5.7,5.74,3.56
49662,0.71,2432,5.7,5.74,3.52
49663,0.7,2433,5.66,5.7,3.48
49664,0.66,2433,5.58,5.6,3.4
49665,0.53,2433,5.16,5.19,3.2
49666,0.73,2434,5.82,5.85,3.55
49667,0.61,2434,5.47,5.51,3.37
49668,0.73,2434,5.81,5.87,3.56
49669,0.73,2434,5.81,5.89,3.54
49670,0.7,2435,5.63,5.58,3.57
49671,0.72,2435,5.75,5.8,3.6
49672,0.7,2435,5.78,5.71,3.46
49673,0.81,2435,6.0,6.02,3.73
49674,0.73,2435,5.67,5.62,3.63
49675,0.71,2436,5.65,5.72,3.6
49676,0.71,2436,5.65,5.68,3.53
49677,0.71,2436,5.72,5.81,3.56
49678,0.7,2436,5.66,5.7,3.54
49679,0.7,2436,5.67,5.72,3.52
49680,0.7,2437,5.76,5.83,3.42
49681,0.7,2437,5.63,5.69,3.54
49682,0.7,2437,5.78,5.83,3.51
49683,0.7,2437,5.61,5.65,3.53
49684,0.7,2437,5.66,5.7,3.56
49685,0.71,2437,5.66,5.63,3.56
49686,0.5,2437,5.04,5.09,3.12
49687,0.7,2437,5.45,5.51,3.6
49688,0.9,2438,5.92,5.87,3.81
49689,0.61,2438,5.44,5.47,3.38
49690,0.93,2438,6.15,6.09,3.9
49691,0.96,2438,6.01,5.81,4.28
49692,0.81,2439,5.98,5.92,3.72
49693,0.72,2440,5.71,5.76,3.59
49694,0.78,2440,5.77,5.73,3.66
49695,0.74,2440,5.75,5.82,3.59
49696,0.63,2440,5.52,5.55,3.41
49697,0.72,2440,5.65,5.74,3.56
49698,0.72,2440,5.68,5.74,3.53
49699,0.72,2440,5.73,5.8,3.58
49700,0.55,2440,5.33,5.39,3.22
49701,0.72,2441,5.66,5.7,3.62
49702,0.72,2441,5.63,5.71,3.62
49703,0.73,2441,5.91,6.0,3.49
49704,0.7,2441,5.62,5.54,3.57
49705,0.7,2441,5.55,5.62,3.56
49706,0.7,2441,5.7,5.73,3.52
49707,0.56,2441,5.28,5.32,3.32
49708,0.72,2441,5.73,5.72,3.57
49709,0.71,2441,5.87,5.84,3.46
49710,0.71,2441,5.72,5.67,3.44
49711,0.52,2441,5.19,5.23,3.2
49712,0.71,2441,5.75,5.62,3.59
49713,0.7,2442,5.78,5.73,3.49
49714,0.56,2442,5.32,5.36,3.23
49715,0.56,2442,5.31,5.36,3.24
49716,0.63,2442,5.45,5.48,3.42
49717,0.57,2442,5.31,5.35,3.31
49718,0.85,2442,6.08,6.11,3.76
49719,0.6,2442,5.43,5.48,3.36
49720,0.79,2442,5.94,6.0,3.68
49721,0.56,2442,5.3,5.32,3.29
49722,0.56,2442,5.29,5.32,3.26
49723,0.3,545,4.25,4.28,2.67
49724,0.3,545,4.3,4.33,2.66
49725,0.3,545,4.31,4.32,2.65
49726,0.3,545,4.28,4.32,2.67
49727,0.3,545,4.3,4.32,2.67
49728,0.3,545,4.28,4.31,2.67
49729,0.3,545,4.32,4.34,2.7
49730,0.3,545,4.28,4.3,2.66
49731,0.26,545,4.09,4.13,2.55
49732,0.26,545,4.13,4.16,2.53
49733,0.29,545,4.39,4.42,2.53
49734,0.33,545,4.51,4.48,2.68
49735,0.26,546,4.18,4.15,2.5
49736,0.24,547,4.07,4.08,2.48
49737,0.26,547,3.99,4.03,2.58
49738,0.26,547,4.17,4.2,2.47
49739,0.26,547,4.01,4.06,2.54
49740,0.26,547,4.19,4.23,2.47
49741,0.32,547,4.39,4.43,2.73
49742,0.31,547,4.39,4.42,2.71
49743,0.3,547,4.32,4.33,2.64
49744,0.29,547,4.25,4.22,2.63
49745,0.38,547,4.58,4.63,2.92
49746,0.25,548,4.07,4.11,2.53
49747,0.25,548,3.98,4.08,2.54
49748,0.25,548,4.15,4.18,2.47
49749,0.25,548,4.02,4.12,2.53
49750,0.25,548,4.03,4.11,2.53
49751,0.25,548,4.08,4.12,2.53
49752,0.25,548,3.98,4.0,2.52
49753,0.56,2442,5.28,5.34,3.28
49754,0.59,2443,5.31,5.28,3.41
49755,0.66,2443,5.47,5.55,3.48
49756,0.72,2443,5.8,5.74,3.58
49757,0.71,2443,5.73,5.68,3.59
49758,0.71,2443,5.79,5.76,3.48
49759,0.7,2443,5.65,5.7,3.47
49760,0.71,2443,5.69,5.64,3.57
49761,0.76,2443,5.79,5.77,3.61
49762,0.83,2444,6.08,6.11,3.69
49763,0.81,2444,5.86,5.92,3.69
49764,0.72,2444,5.67,5.73,3.56
49765,0.78,2444,5.87,5.84,3.67
49766,0.7,2444,5.72,5.67,3.53
49767,0.7,2444,5.79,5.75,3.46
49768,0.7,2444,5.71,5.69,3.49
49769,0.81,2444,5.98,6.01,3.75
49770,0.6,2444,5.39,5.42,3.35
49771,0.83,2444,6.03,6.06,3.7
49772,0.59,2444,5.38,5.43,3.35
49773,0.78,2444,5.8,5.84,3.65
49774,0.7,2444,5.74,5.81,3.46
49775,0.85,2444,6.08,6.04,3.76
49776,0.6,2444,5.53,5.43,3.29
49777,0.7,2445,5.62,5.63,3.55
49778,0.73,2445,5.69,5.73,3.57
49779,0.7,2445,5.74,5.78,3.5
49780,0.7,2445,5.68,5.71,3.48
49781,0.71,2445,5.64,5.58,3.67
49782,0.73,2446,5.9,5.95,3.48
49783,0.72,2446,5.75,5.8,3.49
49784,0.73,2446,5.9,5.81,3.45
49785,0.57,2447,5.29,5.33,3.29
49786,0.57,2447,5.31,5.35,3.28
49787,0.53,2447,5.2,5.19,3.24
49788,0.74,2447,5.94,5.87,3.52
49789,0.74,2447,6.03,5.94,3.53
49790,0.76,2447,6.05,5.97,3.47
49791,0.8,2447,5.95,5.93,3.65
49792,0.71,2448,5.73,5.81,3.55
49793,0.71,2448,5.72,5.78,3.55
49794,0.72,2449,5.79,5.82,3.52
49795,0.71,2450,5.69,5.66,3.61
49796,0.71,2450,5.71,5.64,3.58
49797,0.71,2450,5.75,5.69,3.54
49798,0.71,2450,5.71,5.67,3.61
49799,0.71,2450,5.6,5.57,3.54
49800,0.71,2450,5.92,5.83,3.46
49801,0.71,2450,5.79,5.76,3.53
49802,0.71,2450,5.93,5.89,3.37
49803,0.71,2450,5.85,5.81,3.45
49804,0.71,2450,5.7,5.67,3.56
49805,0.71,2450,5.76,5.74,3.5
49806,0.74,2451,5.73,5.78,3.62
49807,0.76,2451,5.83,5.86,3.65
49808,0.55,2451,5.26,5.28,3.24
49809,0.73,2451,5.88,5.86,3.53
49810,0.8,2451,5.99,5.96,3.67
49811,0.8,2451,5.85,5.78,3.67
49812,0.72,2451,5.76,5.81,3.55
49813,0.79,2451,5.99,6.04,3.52
49814,0.72,2451,5.67,5.75,3.5
49815,0.72,2452,5.75,5.79,3.53
49816,0.74,2452,5.93,5.86,3.46
49817,0.71,2452,5.78,5.73,3.56
49818,1.02,2452,6.51,6.45,3.87
49819,0.7,2453,5.62,5.67,3.53
49820,0.7,2453,5.68,5.72,3.49
49821,0.7,2453,5.77,5.79,3.42
49822,0.7,2453,5.7,5.75,3.46
49823,0.7,2453,5.65,5.68,3.52
49824,0.75,2453,5.74,5.8,3.68
49825,0.7,2453,5.6,5.68,3.58
49826,0.7,2453,5.64,5.69,3.56
49827,0.73,2453,5.79,5.82,3.58
49828,0.7,2453,5.59,5.62,3.51
49829,0.79,2453,5.99,5.96,3.63
49830,0.71,2454,5.61,5.64,3.57
49831,0.54,2454,5.24,5.25,3.25
49832,0.5,2454,5.15,5.18,3.13
49833,0.96,2454,6.48,6.38,3.79
49834,0.71,2455,5.68,5.72,3.53
49835,0.81,2455,5.94,5.97,3.7
49836,0.73,2455,5.73,5.75,3.59
49837,0.7,2455,5.69,5.63,3.59
49838,0.71,2456,5.68,5.72,3.59
49839,0.71,2456,5.65,5.68,3.6
49840,0.75,2456,5.8,5.84,3.62
49841,0.82,2456,5.96,5.98,3.72
49842,0.53,2456,5.24,5.28,3.18
49843,0.78,2456,5.88,5.91,3.67
49844,0.72,2456,5.75,5.78,3.56
49845,0.84,2456,6.07,6.06,3.76
49846,0.77,2457,6.08,6.02,3.46
49847,0.77,2457,5.89,5.87,3.58
49848,0.77,2457,5.91,5.87,3.59
49849,0.72,2457,5.8,5.75,3.6
49850,0.71,2458,5.73,5.66,3.55
49851,0.71,2458,5.73,5.76,3.56
49852,0.72,2458,5.72,5.76,3.57
49853,0.71,2458,5.68,5.65,3.53
49854,0.71,2458,5.72,5.65,3.6
49855,0.71,2458,5.89,5.72,3.48
49856,0.75,2458,5.84,5.79,3.63
49857,0.74,2459,5.83,5.86,3.56
49858,0.7,2459,5.65,5.69,3.55
49859,0.81,2459,5.98,6.01,3.7
49860,0.7,2459,5.73,5.68,3.49
49861,0.7,2459,5.9,5.86,3.43
49862,0.74,2459,5.81,5.86,3.59
49863,0.55,2459,5.33,5.38,3.22
49864,0.69,2459,5.72,5.74,3.51
49865,0.7,2459,5.67,5.7,3.54
49866,0.7,2459,5.62,5.66,3.48
49867,0.8,2460,5.95,5.98,3.64
49868,0.47,2460,4.98,5.01,3.1
49869,0.47,2460,4.99,5.01,3.1
49870,0.7,2460,5.74,5.79,3.49
49871,0.61,2461,5.55,5.59,3.31
49872,0.7,2461,5.74,5.8,3.42
49873,0.91,2461,6.21,6.19,3.75
49874,0.91,2461,6.51,6.45,3.69
49875,0.71,2462,5.58,5.77,3.58
49876,0.75,2462,5.77,5.81,3.61
49877,0.72,2462,5.75,5.79,3.54
49878,0.56,2462,5.29,5.32,3.28
49879,0.71,2463,5.73,5.78,3.49
49880,0.74,2463,5.87,5.91,3.53
49881,0.75,2463,5.88,5.91,3.57
49882,0.56,2463,5.32,5.28,3.32
49883,0.7,2463,5.73,5.7,3.52
49884,0.7,2463,5.75,5.7,3.48
49885,0.7,2464,5.59,5.66,3.56
49886,0.7,2464,5.7,5.74,3.52
49887,0.91,2464,6.29,6.32,3.76
49888,0.74,2464,5.8,5.83,3.6
49889,0.76,2466,5.81,5.86,3.66
49890,0.72,2466,5.74,5.79,3.52
